Who's Driving Doug:	 20, 45
Sky Ladder: The Art of Cai Guo-Qiang:	 100, 83
Papa: Hemingway in Cuba:	 12, 53
Kickboxer: Vengeance:	 43, 43
Tikkun:	 94, 47
Sharknado: The 4th Awakens:	 15, 24
The True Memoirs of an International Assassin:	 0, 43
The Wailing (Goksung):	 99, 81
Front Cover:	 82, 49
Operator:	 100, 60
London Town:	 50, 68
Amanda Knox:	 82, 71
Into the Inferno:	 91, 71
The Ivory Game:	 80, 72
The Windmill (The Windmill Massacre):	 44, 23
Justin Timberlake + The Tennessee Kids:	 100, 64
I Am the Pretty Thing That Lives in the House:	 65, 24
The Secret Life of Pets:	 74, 62
The Frontier:	 40, 48
The BFG:	 75, 57
Yoga Hosers:	 22, 34
The Disappointments Room:	 0, 17
Kubo and the Two Strings:	 97, 86
Pete's Dragon:	 87, 72
For the Love of Spock:	 100, 81
The Great Gilly Hopkins:	 65, 57
Kevin Hart: What Now?:	 79, 58
Southside With You:	 91, 72
The Similars (Los Parecidos):	 95, 48
Bridget Jones's Baby:	 78, 65
Lo and Behold, Reveries of the Connected World:	 93, 67
Little Men:	 96, 64
The Monkey King 2 (San Da Bai Gu Jing):	 100, 49
Kill Command:	 70, 44
Hands of Stone:	 44, 52
Don't Think Twice:	 98, 69
Harry Benson: Shoot First:	 84, 46
Coming Through The Rye:	 71, 65
Let's Be Evil:	 18, 16
Dog Eat Dog:	 48, 19
Divines:	 82, 72
Lazy Eye:	 64, 41
Cardboard Boxer:	 38, 53
Shelley:	 100, 38
Good Kids:	 33, 43
I.T.:	 10, 25
Blue Jay:	 90, 76
Barry:	 80, 54
I Am Bolt:	 85, 61
Blood On The Mountain:	 90, 58
Trolls:	 74, 68
Masterminds:	 33, 35
Girlfriend's Day:	 33, 36
Beauty And The Beast (La belle et la bête):	 33, 53
Imperial Dreams:	 91, 83
Kevin Hart: What Now?:	 79, 58
USS Indianapolis: Men of Courage:	 17, 30
Golden Kingdom:	 100, 70
Desierto:	 61, 47
Look at Us Now, Mother!:	 80, 94
Bad Santa 2:	 23, 34
Antibirth:	 68, 34
Sophie and the Rising Sun:	 60, 57
The Free World:	 47, 54
Christine:	 87, 70
Under The Shadow:	 99, 74
Shepherds and Butchers:	 56, 50
Hunter Gatherer:	 95, 59
Little Sister:	 93, 54
King Cobra:	 44, 33
Nerdland:	 27, 27
Train to Busan (Busanhaeng):	 96, 88
Yarn:	 75, 40
Abattoir:	 35, 29
Dr. Feelgood: Dealer or Healer?:	 83, 48
In Dubious Battle:	 30, 36
Roger Corman's Death Race 2050:	 89, 33
Come And Find Me:	 67, 32
1 Night (One Night):	 20, 61
iBoy:	 64, 40
Sex Doll:	 0, 28
Resistance:	 63, 16
Doctor Strange:	 89, 86
Moana:	 96, 89
I Am Michael:	 62, 36
Rogue One: A Star Wars Story:	 85, 86
A Tale of Love and Darkness:	 69, 49
Chronic:	 75, 58
Evolution:	 80, 44
Sing:	 72, 73
Newtown:	 94, 69
The Eyes of My Mother:	 76, 56
Fire at Sea (Fuocoammare):	 94, 66
The Discovery:	 46, 44
Tower:	 99, 89
All We Had:	 42, 45
Being 17 (Quand on a 17 ans):	 94, 73
Lavender:	 33, 26
A Kind of Murder:	 36, 14
Officer Downe:	 36, 30
Cold War 2:	 56, 57
Carrie Pilby:	 61, 74
Contract to Kill:	 0, 21
Drifter:	 44, 12
100 Streets:	 41, 35
I don't feel at home in this world anymore.:	 88, 77
Deidra & Laney Rob a Train:	 91, 58
Burning Sands:	 88, 63
The Most Hated Woman In America:	 47, 40
Win It All:	 86, 55
Don't Kill It:	 90, 35
Dig Two Graves:	 81, 40
Louis C.K.: 2017:	 92, 73
Daughters of the Dust:	 97, 67
Walking With The Enemy:	 46, 59
Black Rose:	 13, 17
The Founder:	 82, 82
Dheepan:	 86, 82
Gold:	 43, 46
Urban Hymn:	 58, 77
Camino:	 28, 19
Sand Castle:	 47, 42
A Street Cat Named Bob:	 77, 76
War on Everyone:	 58, 36
Things to Come (L'avenir):	 100, 70
Lion:	 85, 91
Between Us:	 43, 34
The Last Heist:	 0, 13
Beyond the Gates:	 83, 29
Operation Chromite:	 33, 50
Detour:	 66, 40
Sandy Wexler:	 29, 40
Disturbing The Peace:	 100, 69
Tramps:	 95, 69
The Levelling:	 94, 58
Catfight:	 73, 42
The Void:	 75, 45
Sword Master:	 67, 56
Dead Awake:	 13, 17
Believe:	 33, 69
Speech & Debate:	 55, 49
Win It All:	 86, 55
Get Me Roger Stone:	 88, 85
Small Crimes:	 67, 31
Rodney King:	 100, 53
Smurfs: The Lost Village:	 38, 55
Absolutely Anything:	 19, 31
The Boss Baby:	 52, 51
Dying To Know: Ram Dass & Timothy Leary:	 78, 81
Beauty and the Beast:	 71, 81
War Machine:	 49, 34
Admiral (Michiel de Ruyter):	 60, 81
Buster's Mal Heart:	 71, 56
Okja:	 86, 81
American Fable:	 73, 40
Rainbow Time:	 64, 48
Bad Rap:	 71, 86
Vincent N Roxxy:	 41, 68
The Final Master:	 71, 65
AWOL:	 100, 57
Message from the King:	 33, 50
The Promise:	 49, 92
Operation Mekong:	 78, 60
Headshot:	 73, 57
The Drowning:	 50, 14
Railroad Tigers:	 39, 47
Enter The Warriors Gate (Warrior's Gate):	 50, 39
The Incredible Jessica James:	 87, 66
Black Butterfly:	 44, 41
To the Bone:	 69, 64
Chasing Coral:	 100, 87
Killing Ground:	 74, 44
Berlin Syndrome:	 73, 53
Drone:	 27, 26
The Hippopotamus:	 54, 51
Be Afraid:	 18, 28
Shimmer Lake:	 60, 59
Notes on Blindness:	 94, 70
Goon: Last of the Enforcers:	 42, 43
First They Killed My Father:	 88, 80
The Devil's Candy:	 91, 64
The Treasure:	 94, 42
The Dinner:	 44, 17
Certain Women:	 91, 50
Betting on Zero:	 100, 78
The Bad Batch:	 43, 31
Raw:	 91, 76
Heal the Living (Réparer les vivants):	 91, 68
A Dark Song:	 91, 59
Brave New Jersey:	 47, 35
The Case for Christ:	 52, 79
Kung-Fu Yoga:	 50, 37
Fun Mom Dinner:	 33, 38
Strong Island:	 100, 59
Icarus:	 93, 94
The Queen of Spain (La reina de España):	 29, 35
Some Freaks:	 92, 72
The Good Catholic:	 42, 81
Death Note:	 40, 24
The Hippopotamus:	 54, 51
Inconceivable:	 33, 68
Naked:	 0, 29
Last Rampage:	 60, 50
Unleashed:	 86, 72
The Vault:	 28, 26
What Happened to Monday:	 59, 66
Little Evil:	 91, 46
Jerry Before Seinfeld:	 93, 76
Heroin(e):	 100, 63
Pirates of the Caribbean: Dead Men Tell No Tales:	 29, 61
The Babysitter:	 72, 60
Cars 3:	 68, 70
Mr. Gaga: A True Story of Love and Dance:	 86, 83
Wind River:	 87, 90
The Journey:	 69, 64
The Bad Batch:	 43, 31
The Emoji Movie:	 8, 39
Our Souls at Night:	 89, 75
The Meyerowitz Stories (New and Selected):	 93, 72
Red Christmas:	 47, 25
Bushwick:	 44, 31
Bitch:	 65, 29
Mudbound:	 97, 85
Newness:	 69, 62
Super Dark Times:	 90, 71
Sharknado 5: Global Swarming:	 30, 39
The Death and Life of Marsha P. Johnson:	 96, 71
A Gray State:	 100, 59
God of War:	 78, 53
Cult of Chucky:	 83, 48
One of Us:	 96, 83
Haunters: The Art of the Scare:	 100, 83
Gerald's Game:	 90, 72
Radius:	 92, 60
Wheelman:	 86, 65
Kingdom of Us:	 100, 84
The Legend Of 420:	 100, 93
1922:	 87, 57
Creep 2:	 100, 71
Patton Oswalt: Annihilation:	 100, 66
Joan Didion: The Center Will Not Hold:	 89, 82
Despicable Me 3:	 60, 54
Friend Request:	 17, 29
Una:	 74, 48
Bright:	 26, 84
Tulip Fever:	 9, 45
The Unknown Girl (La fille inconnue):	 70, 44
Karl Marx City:	 96, 71
Kaleidoscope:	 59, 31
Chasing Trane: The John Coltrane Documentary:	 75, 73
From the Land of the Moon (Mal de pierres):	 33, 67
The Women's Balcony (Ismach Hatani):	 96, 78
The Tiger Hunter:	 76, 83
Conor McGregor: Notorious:	 50, 71
Gook:	 94, 83
Bad Day for the Cut:	 100, 68
Viceroy's House:	 72, 67
Savage Dog:	 63, 42
Walk With Me:	 80, 57
The Trip to Spain:	 82, 64
Nails:	 44, 21
Manolo, The Boy Who Made Shoes For Lizards:	 67, 69
A Question of Faith:	 40, 79
Jeepers Creepers 3:	 17, 34
Acts of Vengeance:	 44, 22
Blood Money:	 50, 15
Cuba And The Cameraman:	 100, 90
Voyeur:	 81, 63
Bullet Head:	 56, 28
Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton:	 98, 88
A Christmas Prince:	 86, 50
El Camino Christmas:	 40, 41
Christmas Inheritance:	 60, 34
Same Kind of Different As Me:	 33, 88
The Star:	 44, 71
Coco:	 97, 94
Sleeping Giant:	 87, 76
Step Sisters:	 22, 48
Teenage Cocktail:	 100, 54
The Polka King:	 63, 51
A Futile and Stupid Gesture:	 64, 70
Don't Call Me Son (Mãe Só Há Uma):	 81, 63
The Sunshine Makers:	 100, 71
My Entire High School Sinking Into the Sea:	 84, 62
The Odyssey (L'odyssée):	 61, 51
Chasing the Dragon:	 60, 72
God's Own Country:	 98, 86
On Body and Soul (A Teströl és Lélekröl):	 90, 80
Dance Academy: The Comeback:	 100, 84
Mute:	 15, 48
The Stray:	 33, 72
Red Trees:	 56, n/a
The Lodgers:	 55, 49
The Ritual:	 72, 59
Ravenous (Les affamés):	 88, 56
24 Hours to Live:	 47, 32
Beyond Skyline:	 65, 38
Monster Family:	 10, 24
When We First Met:	 38, 58
Seeing Allred:	 100, 78
Day of the Dead: Bloodline:	 0, 8
The Open House:	 11, 9
Survivors Guide to Prison:	 100, 67
The Music of Silence:	 0, 79
Irreplaceable You:	 32, 58
Thor: Ragnarok:	 92, 87
The Titan:	 16, 16
Hostiles:	 72, 73
The Breadwinner:	 95, 86
Small Town Crime:	 75, 68
Porto:	 48, 46
Roxanne Roxanne:	 75, 58
Last Men in Aleppo:	 100, 72
Us and Them:	 61, 70
The Clapper:	 30, 36
Hondros:	 100, 80
Bombshell: The Hedy Lamarr Story:	 95, 85
Game Over, Man!:	 20, 48
Faces Places (Visages, villages):	 99, 89
Sun Dogs:	 80, 77
Kickboxer: Retaliation:	 91, 74
Mohawk:	 83, 36
Kodachrome:	 70, 69
I Remember You (Eg Man Big):	 100, 60
Terrifier:	 71, 61
Come Sunday:	 63, 61
Outside In:	 95, 71
First Match:	 84, 82
Benji:	 60, 72
The Outsider:	 17, 69
Take Your Pills:	 62, 52
PARADOX:	 29, 33
6 Balloons:	 89, 53
Prodigy:	 69, 80
Mercury 13:	 100, 79
Happy Anniversary:	 83, 49
Psychokinesis:	 88, 56
Moonrise:	 100, 73
Black Panther:	 97, 79
Brain on Fire:	 13, 68
Peter Rabbit:	 64, 57
Anon:	 39, 35
A Wrinkle in Time:	 41, 28
Miss Stevens:	 91, 65
The Endless:	 94, 66
The Week Of:	 23, 34
Ali's Wedding:	 92, 82
Catching Feelings:	 100, 55
Mary and The Witch's Flower:	 87, 71
Adventures in Public School (Public Schooled):	 71, 62
The Hurricane Heist:	 44, 25
Cargo:	 85, 67
Sunday's Illness (La enfermedad del domingo):	 94, 76
In Darkness:	 42, 31
Class Rank:	 85, 63
The Rachel Divide:	 71, 62
Alex Strangelove:	 86, 68
Duck Butter:	 56, 49
Zoo:	 88, 54
Candy Jar:	 67, 71
Ibiza:	 73, 39
Us & Them:	 100, 86
The Kissing Booth:	 13, 63
Ali Wong: Hard Knock Wife:	 100, 62
Set It Up:	 89, 69
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life:	 100, 75
Lust Stories:	 100, 67
Hannah Gadsby: Nanette:	 100, 70
Calibre:	 93, 75
Nappily Ever After:	 64, 77
Chappaquiddick:	 81, 70
Dream Big: Engineering Our World:	 100, 65
Extinction:	 37, 48
The Motive (El autor):	 63, 42
Sierra Burgess Is a Loser:	 66, 36
City of Joy:	 100, n/a
The Guernsey Literary and Potato Peel Pie Society:	 82, 82
Tau:	 20, 49
The Kindergarten Teacher:	 89, 70
Private Life:	 93, 83
White Fang (Croc-Blanc):	 88, 78
The Legacy of a Whitetail Deer Hunter:	 30, 41
The Bleeding Edge:	 100, 83
The Laws of Thermodynamics (Las Leyes de la Termodinámica):	 45, 35
211:	 5, 12
Recovery Boys:	 100, 81
Like Father:	 49, 48
To All the Boys I've Loved Before:	 96, 90
How It Ends:	 21, 17
Father of the Year:	 0, 59
The Package:	 47, 54
Bleach:	 80, 82
Apostle:	 80, 58
The Land of Steady Habits:	 84, 50
Quincy:	 79, 85
The Angel:	 88, 62
Hold the Dark:	 69, 31
22 July:	 80, 71
The Most Assassinated Woman in the World (La femme la plus assassinée du monde):	 83, 57
Reversing Roe:	 86, 54
Malevolent:	 43, 19
Nappily Ever After:	 64, 77
Chappaquiddick:	 81, 70
Dream Big: Engineering Our World:	 100, 65
Extinction:	 37, 48
The Motive (El autor):	 63, 42
Sierra Burgess Is a Loser:	 66, 36
City of Joy:	 100, n/a
The Guernsey Literary and Potato Peel Pie Society:	 82, 82
The Kindergarten Teacher:	 89, 70
Private Life:	 93, 83
White Fang (Croc-Blanc):	 88, 78
The Legacy of a Whitetail Deer Hunter:	 30, 41
The Bleeding Edge:	 100, 83
The Laws of Thermodynamics (Las Leyes de la Termodinámica):	 45, 35
211:	 5, 12
Recovery Boys:	 100, 81
Like Father:	 49, 48
To All the Boys I've Loved Before:	 96, 90
Calibre:	 93, 75
How It Ends:	 21, 17
Father of the Year:	 0, 59
The Package:	 47, 54
Bleach:	 80, 82
Apostle:	 80, 58
The Land of Steady Habits:	 84, 50
Quincy:	 79, 85
The Angel:	 88, 62
Hold the Dark:	 69, 31
22 July:	 80, 71
The Most Assassinated Woman in the World (La femme la plus assassinée du monde):	 83, 57
Reversing Roe:	 86, 54
Malevolent:	 43, 19
